Data;Volume Útil Armazenado (%);Vazão Jusante (m³/s);Vazão Natural (m³/s)
22/11/2001;16,02858;1,06;24,923
23/11/2001;16,28115;1,06;56,099
24/11/2001;16,46921;1,06;50,249
25/11/2001;16,44112;1,07;29,931
26/11/2001;16,37136;1,07;25,673
27/11/2001;16,27595;1,02;26,453
28/11/2001;16,08214;1,07;17,77
29/11/2001;16,62081;0,9;80,392
30/11/2001;16,81238;0,74;49,575
01/12/2001;16,92564;0,74;42,238
02/12/2001;16,87287;0,9;26,414
03/12/2001;16,70884;1,04;14,386
04/12/2001;16,56159;1,04;20,45
05/12/2001;16,39474;1,04;18,382
06/12/2001;16,18652;1,04;15,304
07/12/2001;16,05829;1,04;20,927
08/12/2001;16,3913;0,95;63,582
09/12/2001;16,73792;0,74;63,35
10/12/2001;17,46005;0,74;92,501
11/12/2001;17,85331;0,74;66,231
12/12/2001;17,97324;0,74;43,495
13/12/2001;17,97489;0,74;33,129
14/12/2001;18,1156;0,74;42,876
15/12/2001;18,24754;0,75;43,891
16/12/2001;18,95686;0,75;94,343
17/12/2001;20,15706;0,75;136,851
18/12/2001;20,84423;0,75;95,516
19/12/2001;21,20484;0,75;66,548
20/12/2001;21,33906;0,64;45,714
21/12/2001;21,34099;0,74;34,145
22/12/2001;21,3301;1,06;33,367
23/12/2001;21,62123;1,09;57,579
24/12/2001;22,44714;1,09;101,057
25/12/2001;22,70997;1,08;54,738
26/12/2001;23,08812;1,08;62,502
27/12/2001;23,21713;1,08;45,299
28/12/2001;23,36339;1,08;47,723
29/12/2001;23,67163;1,08;61,328
30/12/2001;24,25286;0,77;80,465
31/12/2001;24,51328;0,73;52,887
01/01/2002;24,72681;1,06;50,353
02/01/2002;25,02632;1,07;54,691
03/01/2002;25,0926;1,08;39,194
04/01/2002;25,07242;1,08;32,203
05/01/2002;25,06063;1,08;32,191
06/01/2002;25,18749;1,08;42,917
07/01/2002;25,39378;1,08;49,54
08/01/2002;25,38583;1,08;31,537
09/01/2002;25,93754;1,08;80,337
10/01/2002;26,33125;0,79;65,54
11/01/2002;26,49482;0,73;46,93
12/01/2002;26,53397;1,02;36,133
13/01/2002;26,86232;1,08;58,715
14/01/2002;27,86476;0,83;117,728
15/01/2002;29,19577;0,75;148,294
16/01/2002;30,28529;0,75;127,388
17/01/2002;31,24508;0,74;116,316
18/01/2002;31,82608;0,73;83,733
19/01/2002;32,24195;1,08;68,992
20/01/2002;33,0664;1,11;103,873
21/01/2002;34,24179;0,89;134,946
22/01/2002;35,17937;0,75;114,236
23/01/2002;35,83944;0,75;92,31
24/01/2002;36,34124;0,75;77,62
25/01/2002;37,0741;0,75;98,047
26/01/2002;37,96293;0,76;107,736
27/01/2002;38,40594;0,99;70,769
28/01/2002;38,78254;1,11;65,227
29/01/2002;39,17751;1,11;69,515
30/01/2002;39,49927;1,1;63,364
31/01/2002;39,77474;1,1;58,244
01/02/2002;40,03097;1,09;56,181
02/02/2002;40,32682;1,09;59,462
03/02/2002;40,66158;1,09;60,134
04/02/2002;40,95774;1,11;55,857
05/02/2002;41,04732;1,11;40,354
06/02/2002;41,02205;1,12;31,241
07/02/2002;41,4378;1,13;70,391
08/02/2002;41,98027;1,15;79,301
09/02/2002;42,63269;1,16;89,847
10/02/2002;43,56519;0,83;107,962
11/02/2002;44,37633;0,85;103,255
12/02/2002;45,16715;0,87;100,28
13/02/2002;45,63128;0,89;72,044
14/02/2002;45,95982;1,19;61,006
15/02/2002;46,27708;1,28;61,11
16/02/2002;46,68766;1,21;70,384
17/02/2002;47,11859;1,22;70,156
18/02/2002;47,41189;1,23;57,545
19/02/2002;47,56926;1,03;47,906
20/02/2002;47,71181;1,03;46,83
21/02/2002;48,00511;1,04;58,447
22/02/2002;48,55997;1,04;82,11
23/02/2002;49,30554;0,74;98,463
24/02/2002;50,24018;0,73;115,445
25/02/2002;50,87765;0,73;88,412
26/02/2002;51,37872;1,04;78,971
27/02/2002;51,82183;1,06;72,803
28/02/2002;52,2644;1,05;71,89
01/03/2002;52,87216;0,75;86,623
02/03/2002;53,44494;0,75;85,268
03/03/2002;53,71606;0,74;53,942
04/03/2002;54,2708;0,75;79,507
05/03/2002;54,56888;0,75;60,369
06/03/2002;54,72416;0,75;47,798
07/03/2002;54,98587;0,75;57,437
08/03/2002;55,2336;0,75;56,283
09/03/2002;55,63341;0,74;70,207
10/03/2002;55,78712;0,74;47,682
11/03/2002;55,91861;0,74;44,26
12/03/2002;55,96291;0,82;38,583
13/03/2002;56,03994;0,79;41,582
14/03/2002;56,07822;0,79;37,88
15/03/2002;56,35258;0,79;56,807
16/03/2002;56,5457;0,79;51,263
17/03/2002;56,67518;1,01;45,084
18/03/2002;56,77362;1,04;40,687
19/03/2002;56,94205;1,04;48,477
20/03/2002;57,08625;1,04;46,614
21/03/2002;57,18726;1,04;42,601
22/03/2002;57,31465;1,04;43,824
23/03/2002;57,38653;1,04;40,132
24/03/2002;57,4205;1,05;35,349
25/03/2002;58,11506;1,06;90,487
26/03/2002;58,63451;0,75;78,482
27/03/2002;59,00398;0,75;66,479
28/03/2002;59,39936;0,75;67,362
29/03/2002;59,65692;0,75;56,051
30/03/2002;59,90727;0,74;52,456
31/03/2002;59,98368;0,74;37,692
01/04/2002;60,05632;0,74;36,263
02/04/2002;60,0812;0,86;36,525
03/04/2002;60,11102;1,03;37,08
04/04/2002;60,3133;1,03;51,57
05/04/2002;60,47667;1,03;48,424
06/04/2002;60,58296;1,03;43,468
07/04/2002;61,26558;1,04;91,392
08/04/2002;61,89773;1,05;86,783
09/04/2002;62,34216;1,04;72,947
10/04/2002;62,56259;1,04;52,368
11/04/2002;62,58946;1,04;35,245
12/04/2002;62,65799;1,04;40,193
13/04/2002;62,7506;1,04;42,593
14/04/2002;62,88631;1,04;37,003
15/04/2002;62,91146;1,04;32,957
16/04/2002;62,93872;1,04;35,657
17/04/2002;62,93728;1,04;33,762
18/04/2002;62,88717;1,04;29,37
19/04/2002;62,88119;1,04;33,245
20/04/2002;62,83791;1,04;30,391
21/04/2002;62,84424;1,04;31,107
22/04/2002;62,80879;1,04;24,446
23/04/2002;62,73125;1,05;26,434
24/04/2002;62,65572;1,05;26,965
25/04/2002;62,61046;1,05;29,362
26/04/2002;62,47822;1,05;21,56
27/04/2002;62,39325;1,05;26,592
28/04/2002;62,3502;1,05;28,393
29/04/2002;62,32875;1,05;28,743
30/04/2002;62,27938;1,05;29,338
01/05/2002;62,25647;1,13;30,994
02/05/2002;62,22615;1,15;29,196
03/05/2002;62,19733;1,15;31,115
04/05/2002;62,18229;1,15;31,736
05/05/2002;62,20845;1,15;34,092
06/05/2002;62,19534;1,15;28,644
07/05/2002;62,30334;1,15;42,361
08/05/2002;62,31939;1,14;34,599
09/05/2002;62,24854;1,14;29,135
10/05/2002;62,17888;1,14;27,131
11/05/2002;62,13806;1,14;29,894
12/05/2002;62,08674;1,15;28,086
13/05/2002;62,0691;1,15;29,114
14/05/2002;61,98451;1,15;26,201
15/05/2002;61,89566;1,14;26,495
16/05/2002;61,78068;1,23;23,864
17/05/2002;61,62576;1,32;20,181
18/05/2002;61,51843;1,34;25,199
19/05/2002;61,41365;1,34;24,373
20/05/2002;61,47161;1,35;35,859
21/05/2002;61,54992;1,35;41,233
22/05/2002;61,64016;1,65;40,553
23/05/2002;61,73293;1,68;40,596
24/05/2002;61,67274;1,68;28,991
25/05/2002;61,56923;1,28;24,902
26/05/2002;61,49894;1,28;25,828
27/05/2002;61,37129;1,28;20,266
28/05/2002;61,18708;1,68;18,58
29/05/2002;61,0099;1,68;18,81
30/05/2002;60,94746;1,68;29,348
31/05/2002;60,82222;1,68;21,755
01/06/2002;60,70977;1,68;23,945
02/06/2002;60,58619;1,68;21,59
03/06/2002;60,50469;1,68;25,355
04/06/2002;60,41746;1,69;27,919
05/06/2002;60,24089;1,69;19,318
06/06/2002;60,13921;1,69;25,915
07/06/2002;59,97711;1,69;20,223
08/06/2002;59,82364;1,68;21,167
09/06/2002;59,78222;1,68;30,52
10/06/2002;59,64613;1,68;20,196
11/06/2002;59,51489;1,68;23,249
12/06/2002;59,32075;1,68;18,12
13/06/2002;59,16554;1,68;20,567
14/06/2002;58,71239;1,68;-5,45
15/06/2002;58,80677;1,69;42,954
16/06/2002;58,68812;1,69;22,272
17/06/2002;58,58439;1,68;23,323
18/06/2002;58,42935;2,6;22,334
19/06/2002;58,18466;3,09;14,963
20/06/2002;57,98361;3,08;17,927
21/06/2002;57,85972;3,08;25,251
22/06/2002;57,64915;3,08;17,77
23/06/2002;57,42953;3,08;14,904
24/06/2002;57,31759;3,08;22,211
25/06/2002;57,1567;3,08;21,27
26/06/2002;57,1027;3,07;29,984
27/06/2002;56,87851;3,08;15,424
28/06/2002;56,66351;3,07;17,056
29/06/2002;56,47006;3,07;16,961
30/06/2002;56,27881;3,06;18,888
01/07/2002;56,06503;3,06;13,678
02/07/2002;55,80294;3,05;13,069
03/07/2002;55,61939;3,05;19,149
04/07/2002;55,4288;3,04;18,708
05/07/2002;55,22502;3,85;18,218
06/07/2002;55,07289;4,11;23,908
07/07/2002;54,87175;4,09;18,19
08/07/2002;54,65785;4,09;13,122
09/07/2002;54,36924;4,09;10,815
10/07/2002;54,10132;4,08;10,265
11/07/2002;53,88301;4,08;17,374
12/07/2002;53,76714;4,08;26,276
13/07/2002;53,67131;4,09;25,074
14/07/2002;53,52052;4,09;21,386
15/07/2002;53,32897;4,09;17,11
16/07/2002;53,13176;4,09;19,121
17/07/2002;52,87396;4,1;14,376
18/07/2002;52,62365;4,09;15,011
19/07/2002;52,36507;4,09;13,453
20/07/2002;52,15854;4,08;19,247
21/07/2002;51,90543;4,08;13,071
22/07/2002;51,7129;4,07;17,013
23/07/2002;51,46969;4,06;15,243
24/07/2002;51,2244;4,06;15,661
25/07/2002;50,98155;4,07;14,21
26/07/2002;50,76719;4,08;18,343
27/07/2002;50,53461;4,08;16,538
28/07/2002;50,3242;4,09;17,164
29/07/2002;50,09105;4,09;13,811
30/07/2002;49,80938;4,09;11,711
31/07/2002;49,58561;4,09;16,277
01/08/2002;49,37243;4,1;16,743
02/08/2002;49,39991;4,1;39,185
03/08/2002;49,45819;2,69;39,418
04/08/2002;49,64169;2,56;49,414
05/08/2002;49,52766;2,56;22,628
06/08/2002;49,40285;2,57;25,13
07/08/2002;49,37175;1,95;31,891
08/08/2002;49,25873;2,77;25,372
09/08/2002;49,19823;1,77;29,107
10/08/2002;49,00913;1,78;18,488
11/08/2002;48,81176;1,76;16,379
12/08/2002;48,57725;1,76;13,735
13/08/2002;48,39574;1,76;18,246
14/08/2002;48,20387;1,78;18,681
15/08/2002;48,03034;1,78;18,708
16/08/2002;47,82411;2,48;16,184
17/08/2002;47,57147;3,03;13,62
18/08/2002;47,31065;3,07;12,65
19/08/2002;47,0972;3,07;14,922
20/08/2002;46,81633;3,61;11,729
21/08/2002;46,54694;4,2;13,653
22/08/2002;46,23447;4,2;9,867
23/08/2002;45,96981;4,2;13,925
24/08/2002;45,69422;4,19;13,129
25/08/2002;45,45253;4,19;14,254
26/08/2002;45,21682;4,13;13,735
27/08/2002;44,95254;4,18;13,423
28/08/2002;44,68639;4,17;13,23
29/08/2002;44,40708;4,17;12,259
30/08/2002;44,17613;4,16;16,652
31/08/2002;43,91067;4,16;12,514
01/09/2002;43,82566;4,15;29,093
02/09/2002;43,63594;4,15;16,817
03/09/2002;43,41648;4,15;16,371
04/09/2002;43,18562;3,63;15,566
05/09/2002;42,97058;3,07;15,239
06/09/2002;42,73943;3,06;15,348
07/09/2002;42,59435;3,06;23,163
08/09/2002;42,66975;3,05;39,631
09/09/2002;42,54856;3,05;20,744
10/09/2002;42,39077;2,26;21,241
11/09/2002;42,16592;2,1;15,934
12/09/2002;41,96155;2,09;18,184
13/09/2002;41,76488;2,09;17,603
14/09/2002;41,54611;2,09;14,868
15/09/2002;41,42979;2,08;22,163
16/09/2002;41,24208;2,08;15,599
17/09/2002;41,02953;2,08;15,543
18/09/2002;40,80556;2,08;15,738
19/09/2002;40,48524;2,98;7,717
20/09/2002;40,23448;3,61;14,541
21/09/2002;40,4381;3,36;54,237
22/09/2002;40,47911;2,15;36,346
23/09/2002;40,42296;2,15;26,498
24/09/2002;40,31071;2,14;23,996
25/09/2002;40,18141;2,14;20,654
26/09/2002;39,96042;2,14;15,301
27/09/2002;39,73674;2,13;15,46
28/09/2002;39,50667;2,13;14,744
29/09/2002;39,29056;2,16;14,807
30/09/2002;39,06833;2,68;13,296
01/10/2002;38,81494;3,35;15,341
02/10/2002;38,6057;3,66;15,76
03/10/2002;38,34698;3,64;13,387
04/10/2002;38,07724;3,63;12,38
05/10/2002;37,81534;3,62;13,082
06/10/2002;37,56301;3,62;14,196
07/10/2002;37,35812;3,62;16,617
08/10/2002;37,10234;3,62;14,873
09/10/2002;36,84818;3,62;14,625
10/10/2002;36,55904;3,61;10,897
11/10/2002;36,26906;4,55;11,757
12/10/2002;35,97694;4,98;12,83
13/10/2002;35,70205;5,11;11,774
14/10/2002;35,48036;5,11;16,006
15/10/2002;35,15986;5,25;10,207
16/10/2002;34,83096;5,42;10,311
17/10/2002;34,48833;5,72;9,031
18/10/2002;34,18178;6,09;11,248
19/10/2002;33,8893;6,08;12,036
20/10/2002;33,57908;6,08;10,373
21/10/2002;33,25654;6,08;9,191
22/10/2002;32,94467;6,09;11,42
23/10/2002;32,65673;5,29;9,755
24/10/2002;32,37465;5,11;9,461
25/10/2002;32,05634;4,67;9,138
26/10/2002;31,94787;5,71;28,907
27/10/2002;31,82366;6,03;27,363
28/10/2002;31,58362;6,04;14,922
29/10/2002;31,35516;6,14;18,452
30/10/2002;31,27702;6,15;32,133
31/10/2002;31,19119;3,84;26,488
01/11/2002;31,0879;3,06;22,42
02/11/2002;30,89028;3,03;17,414
03/11/2002;30,68865;3,03;16,468
04/11/2002;30,4358;3,03;11,698
05/11/2002;30,15097;3,96;12,372
06/11/2002;29,92937;4,39;15,771
07/11/2002;29,7233;4,42;17,926
08/11/2002;29,46576;4,45;13,689
09/11/2002;29,17684;4,45;12,195
10/11/2002;28,88985;4,45;12,606
11/11/2002;28,76961;4,42;25,594
12/11/2002;28,56037;5,19;19,912
13/11/2002;28,3976;5,39;22,273
14/11/2002;28,22323;5,11;19,185
15/11/2002;28,2171;5,33;38,532
16/11/2002;28,241;5,34;39,734
17/11/2002;28,34828;4,29;44,823
18/11/2002;28,3428;3,93;33,537
19/11/2002;28,29733;3,15;31,668
20/11/2002;28,16984;2,47;27,089
21/11/2002;28,22345;2,31;40,539
22/11/2002;28,11418;2,2;25,369
23/11/2002;27,95615;5,06;24,056
24/11/2002;27,76075;5,18;19,234
25/11/2002;27,68692;5,08;29,202
26/11/2002;27,55824;6,34;28,353
27/11/2002;27,47508;7,14;30,905
28/11/2002;27,33079;7,3;26,891
29/11/2002;27,52057;6,51;55,704
30/11/2002;27,60321;4,69;47,512
01/12/2002;27,47866;4,4;22,759
02/12/2002;27,33871;5,26;24,724
03/12/2002;27,11295;6,36;20,416
04/12/2002;26,88748;6,35;19,288
05/12/2002;26,79304;5,16;30,42
06/12/2002;26,72581;4,65;31,116
07/12/2002;26,61673;4,08;27,585
08/12/2002;26,54499;3,9;29,976
09/12/2002;26,49417;4,06;28,41
10/12/2002;26,45934;4,38;33,692
11/12/2002;26,40721;4,38;31,629
12/12/2002;26,43437;4,4;38,682
13/12/2002;26,81598;4,41;71,081
14/12/2002;27,11397;3,79;64,375
15/12/2002;27,37688;3,58;58,638
16/12/2002;27,67732;3,58;60,2
17/12/2002;27,74831;2,06;39,834
18/12/2002;27,72063;1,8;30,714
19/12/2002;27,58399;1,83;22,237
20/12/2002;27,38055;2,83;17,334
21/12/2002;27,45763;2,83;42,793
22/12/2002;27,36709;4,08;27,861
23/12/2002;27,25169;4,34;24,717
24/12/2002;27,21354;4,34;34,236
25/12/2002;27,18205;4,34;34,298
26/12/2002;27,16532;4,33;30,227
27/12/2002;27,0528;4,35;24,904
28/12/2002;26,94917;4,35;26,806
29/12/2002;26,77495;4,36;19,394
30/12/2002;26,59317;4,36;17,533
31/12/2002;26,33926;5,13;14,615
01/01/2003;26,07115;5,32;10,978
02/01/2003;25,88654;5,31;16,467
03/01/2003;25,94171;5,33;42,92
04/01/2003;25,94689;3,65;34,777
05/01/2003;25,97627;2,92;35,181
06/01/2003;25,95782;2,65;30,228
07/01/2003;26,1023;1,89;46,566
08/01/2003;26,10838;1,69;34,589
09/01/2003;26,15482;2,73;39,823
10/01/2003;25,92754;2,87;14,881
11/01/2003;26,00866;2,87;42,456
12/01/2003;26,21084;2,88;52,496
13/01/2003;26,55541;2,88;61,739
14/01/2003;26,53062;1,41;29,059
15/01/2003;26,41219;1,35;20,238
16/01/2003;26,35792;1,65;28,156
17/01/2003;26,90359;1,67;78,197
18/01/2003;28,18079;1,67;147,097
19/01/2003;28,94991;1,68;101,133
20/01/2003;29,73929;1,69;101,395
21/01/2003;30,25881;0,93;79,79
22/01/2003;31,67515;1,1;158,036
23/01/2003;32,81934;0,72;133,449
24/01/2003;33,70874;0,64;110,756
25/01/2003;34,65247;0,64;115,38
26/01/2003;35,66452;0,64;119,815
27/01/2003;36,8648;0,64;137,963
28/01/2003;38,00347;0,64;135,239
29/01/2003;39,58883;0,64;172,283
30/01/2003;41,0592;0,63;164,359
31/01/2003;42,65832;0,62;174,657
01/02/2003;43,98516;0,62;151,326
02/02/2003;44,68127;0,62;95,396
03/02/2003;45,13243;0,62;73,103
04/02/2003;45,47361;1,08;64,967
05/02/2003;45,74034;1,21;59,197
06/02/2003;46,15183;1,21;71,996
07/02/2003;46,45195;1,2;61,11
08/02/2003;46,63426;1,2;50,855
09/02/2003;46,77845;1,55;45,993
10/02/2003;46,86647;1,7;39,535
11/02/2003;46,95239;1,7;43,382
12/02/2003;47,01038;1,97;41,035
13/02/2003;46,77098;2,24;14,492
14/02/2003;47,15416;2,24;68,86
15/02/2003;47,16468;2,24;34,832
16/02/2003;47,36025;2,24;50,629
17/02/2003;47,43835;2,24;39,653
18/02/2003;48,33229;1,64;110,231
19/02/2003;48,57285;1,28;54,939
20/02/2003;48,80957;1,28;55,829
21/02/2003;49,05636;1,29;56,656
22/02/2003;49,21424;1,29;49,218
23/02/2003;49,29585;1,29;41,235
24/02/2003;49,27479;1,29;31,191
25/02/2003;49,2775;1,29;36,303
26/02/2003;49,23206;1,69;31,689
27/02/2003;49,16545;1,97;28,857
28/02/2003;49,0947;2,24;28,525
01/03/2003;48,9921;2,24;26,539
02/03/2003;48,86307;2,24;22,217
03/03/2003;48,69974;2,25;18,114
04/03/2003;48,70073;2,25;32,691
05/03/2003;48,63675;2,25;27,092
06/03/2003;48,65008;2,25;35,307
07/03/2003;48,88259;2,02;54,395
08/03/2003;48,87694;1,72;33,997
09/03/2003;49,14293;1,72;55,923
10/03/2003;49,18563;1,73;36,094
11/03/2003;49,34838;1,73;49,474
12/03/2003;49,43055;1,73;42,109
13/03/2003;49,61379;1,73;51,14
14/03/2003;49,74384;1,73;46,472
15/03/2003;49,8586;1,73;45,987
16/03/2003;49,97791;1,73;45,997
17/03/2003;49,94747;1,73;31,443
18/03/2003;49,97402;1,73;36,769
19/03/2003;49,99697;1,73;36,833
20/03/2003;50,03556;1,73;38,257
21/03/2003;50,17309;1,73;47,674
22/03/2003;50,45155;1,73;59,055
23/03/2003;50,52524;1,73;40,303
24/03/2003;50,56118;1,73;35,544
25/03/2003;50,62464;1,73;41,576
26/03/2003;50,55957;1,73;30,188
27/03/2003;50,51251;1,73;31,154
28/03/2003;50,51053;1,73;34,646
29/03/2003;50,46861;1,73;30,568
30/03/2003;50,39207;1,73;28,954
31/03/2003;50,31476;1,73;23,345
01/04/2003;50,18403;2,17;23,464
02/04/2003;50,0619;2,23;25,065
03/04/2003;49,96297;2,23;26,077
04/04/2003;49,80327;2,23;20,828
05/04/2003;49,75311;2,23;30,312
06/04/2003;49,65615;2,23;26,46
07/04/2003;49,62815;2,23;30,085
08/04/2003;49,56566;2,23;28,324
09/04/2003;49,43745;2,23;23,735
10/04/2003;49,32032;2,22;25,031
11/04/2003;49,2365;2,22;27,386
12/04/2003;49,19658;2,22;32,065
13/04/2003;49,08611;2,22;24,433
14/04/2003;48,96197;2,22;21,991
15/04/2003;48,74587;2,22;16,096
16/04/2003;48,52135;2,22;15,144
17/04/2003;48,35498;2,22;20,43
18/04/2003;48,23465;2,54;25,238
19/04/2003;48,11378;2,71;22,539
20/04/2003;48,16419;2,71;37,82
21/04/2003;48,21454;2,11;35,669
22/04/2003;48,14872;2,11;26,531
23/04/2003;47,96298;2,72;20,748
24/04/2003;47,88568;2,72;28,384
25/04/2003;47,76039;2,73;23,005
26/04/2003;47,60368;2,73;21,862
27/04/2003;47,45363;2,73;21,269
28/04/2003;47,28952;2,73;20,073
29/04/2003;47,09128;2,73;19,454
30/04/2003;46,91821;2,73;21,072
01/05/2003;46,74785;3,06;20,574
02/05/2003;46,57641;3,32;19,17
03/05/2003;46,6255;3,22;38,713
04/05/2003;46,58128;3,22;29,355
05/05/2003;46,48451;3,22;26,824
06/05/2003;46,44298;2,78;29,805
07/05/2003;46,44702;2,73;35,75
08/05/2003;46,28814;2,73;21,145
09/05/2003;46,07786;2,71;17,02
10/05/2003;45,90972;2,72;20,324
11/05/2003;45,73634;2,72;19,109
12/05/2003;45,57152;2,72;18,163
13/05/2003;45,37017;2,72;18,087
14/05/2003;45,18346;2,72;19,393
15/05/2003;44,9621;3,11;15,858
16/05/2003;44,72223;3,32;15,26
17/05/2003;44,52814;3,32;19,219
18/05/2003;44,3405;3,32;20,444
19/05/2003;44,19893;3,32;21,062
20/05/2003;44,00128;3,72;20,246
21/05/2003;43,7904;3,91;19,42
22/05/2003;43,595;3,9;19,43
23/05/2003;43,36828;3,9;16,486
24/05/2003;43,2653;3,9;27,234
25/05/2003;43,11339;3,9;21,909
26/05/2003;42,92464;4,0;17,552
27/05/2003;42,69558;4,0;16,453
28/05/2003;42,53279;3,9;21,291
29/05/2003;42,36037;3,9;18,931
30/05/2003;42,16592;3,91;19,079
31/05/2003;41,92153;3,91;15,007
01/06/2003;41,69062;3,9;15,727
02/06/2003;41,49317;3,9;16,622
03/06/2003;41,28517;3,9;18,568
04/06/2003;41,05475;3,9;16,125
05/06/2003;40,83484;3,9;16,763
06/06/2003;40,76138;3,9;28,62
07/06/2003;40,60974;3,91;23,378
08/06/2003;40,47407;3,91;23,828
09/06/2003;40,29262;3,91;16,978
10/06/2003;40,09098;3,91;18,611
11/06/2003;39,89219;3,91;17,353
12/06/2003;39,66388;3,91;15,679
13/06/2003;39,46723;3,91;19,101
14/06/2003;39,24586;3,9;17,148
15/06/2003;39,01225;3,9;15,049
16/06/2003;38,85404;3,9;20,332
17/06/2003;38,6319;3,9;17,944
18/06/2003;38,3358;3,9;11,242
19/06/2003;38,09062;3,9;14,684
20/06/2003;37,88969;3,91;16,883
21/06/2003;37,71852;4,01;20,067
22/06/2003;37,49924;3,91;14,021
23/06/2003;37,28511;3,91;14,339
24/06/2003;37,01006;3,91;12,579
25/06/2003;36,73472;4,7;12,696
26/06/2003;36,48922;4,92;15,202
27/06/2003;36,22229;4,82;13,515
28/06/2003;35,92486;4,82;11,07
29/06/2003;35,64648;4,8;12,013
30/06/2003;35,37907;4,8;11,758
01/07/2003;35,10272;4,79;12,875
02/07/2003;34,85772;4,8;14,7
03/07/2003;34,59043;4,8;13,399
04/07/2003;34,32381;4,79;13,196
05/07/2003;34,12008;4,79;19,539
06/07/2003;33,86212;4,79;12,575
07/07/2003;33,60643;4,79;11,394
08/07/2003;33,35307;4,79;14,158
09/07/2003;33,04554;4,79;9,357
10/07/2003;32,74191;4,79;9,323
11/07/2003;32,68781;4,79;30,17
12/07/2003;32,50451;4,51;17,721
13/07/2003;32,32768;4,39;17,525
14/07/2003;32,17902;4,4;19,088
15/07/2003;31,94357;4,41;16,172
16/07/2003;31,70456;4,42;15,875
17/07/2003;31,43941;4,42;13,463
18/07/2003;31,1918;4,43;14,167
19/07/2003;30,93261;4,43;13,466
20/07/2003;30,64747;4,43;10,825
21/07/2003;30,41338;4,44;13,204
22/07/2003;30,13185;4,44;12,241
23/07/2003;29,89882;4,43;15,763
24/07/2003;29,6435;4,43;14,079
25/07/2003;29,37017;4,43;11,727
26/07/2003;29,08409;4,67;10,616
27/07/2003;28,80607;4,81;10,237
28/07/2003;28,54708;4,82;10,651
29/07/2003;28,23458;4,83;9,82
30/07/2003;27,93398;4,83;9,466
31/07/2003;27,67174;4,85;12,833
01/08/2003;27,41013;4,83;13,191
02/08/2003;27,14209;4,83;12,869
03/08/2003;26,9037;4,97;14,315
04/08/2003;26,65379;4,98;11,599
05/08/2003;26,3715;4,88;10,779
06/08/2003;26,07708;4,82;10,536
07/08/2003;25,7716;4,82;9,883
08/08/2003;25,49671;4,83;11,563
09/08/2003;25,2042;4,83;10,365
10/08/2003;24,96481;4,86;12,78
11/08/2003;24,7128;4,83;9,938
12/08/2003;24,41503;4,83;10,811
13/08/2003;24,11766;4,83;9,959
14/08/2003;23,84436;4,84;12,999
15/08/2003;23,5394;4,84;9,93
16/08/2003;23,33096;4,84;19,229
17/08/2003;23,08188;4,84;13,428
18/08/2003;22,8996;4,83;16,865
19/08/2003;22,6284;4,82;13,187
20/08/2003;22,36267;4,82;13,713
21/08/2003;22,02688;4,82;7,915
22/08/2003;21,68675;5,27;7,606
23/08/2003;21,37857;5,33;10,964
24/08/2003;21,07097;5,33;11,031
25/08/2003;20,75139;5,32;7,578
26/08/2003;20,46514;5,04;9,945
27/08/2003;20,22177;4,83;13,124
28/08/2003;19,98654;4,83;14,391
29/08/2003;19,77909;4,82;13,953
30/08/2003;19,5363;4,92;13,185
31/08/2003;19,29379;4,83;13,558
01/09/2003;19,07876;4,83;14,805
02/09/2003;18,80645;4,79;12,618
03/09/2003;18,52771;4,79;11,426
04/09/2003;18,20207;4,78;8,52
05/09/2003;17,9546;4,83;15,543
06/09/2003;17,66774;4,83;13,504
07/09/2003;17,3735;4,83;11,552
08/09/2003;17,08476;4,83;11,103
09/09/2003;16,79687;5,3;10,768
10/09/2003;16,44763;5,32;6,479
11/09/2003;16,25045;5,32;17,488
12/09/2003;16,07183;5,29;17,919
13/09/2003;15,74582;5,26;7,694
14/09/2003;15,44332;5,25;7,159
15/09/2003;15,18963;5,24;11,072
16/09/2003;14,89908;5,33;11,729
17/09/2003;14,70089;5,33;19,092
18/09/2003;14,45932;5,33;16,025
19/09/2003;14,22273;5,29;15,168
20/09/2003;13,95539;5,33;14,614
21/09/2003;13,66675;5,33;12,412
22/09/2003;13,40425;5,32;12,066
23/09/2003;13,06983;5,21;8,545
24/09/2003;12,73123;5,3;7,618
25/09/2003;12,37455;5,32;6,762
26/09/2003;12,02312;5,32;6,721
27/09/2003;11,76807;5,32;10,535
28/09/2003;11,76286;5,32;11,849
29/09/2003;11,48518;5,3;10,205
30/09/2003;11,22457;5,32;10,683
01/10/2003;10,93869;5,33;7,671
02/10/2003;10,57561;5,33;5,161
03/10/2003;10,22106;5,31;7,004
04/10/2003;9,90811;5,31;10,104
05/10/2003;9,56146;5,33;6,346
06/10/2003;9,20719;5,33;5,34
07/10/2003;8,8408;5,33;6,798
08/10/2003;8,72355;5,04;26,499
09/10/2003;8,48268;4,35;15,949
10/10/2003;8,32897;4,63;24,334
11/10/2003;8,28107;4,33;31,346
12/10/2003;9,37027;3,06;127,041
13/10/2003;9,37031;2,44;30,357
14/10/2003;9,20982;2,43;20,132
15/10/2003;9,00426;2,42;13,727
16/10/2003;8,78333;2,42;14,284
17/10/2003;8,51677;3,18;12,521
18/10/2003;8,22895;3,53;11,456
19/10/2003;7,92697;3,86;9,248
