Data;Chuva (mm);Volume Útil Armazenado (%);Volume Útil Armazenado (hm³);Volume Total Armazenado (hm³);Vazão Captada (m³/s);Vazão Produzida (m³/s);Vazão Jusante (m³/s);Vazão Natural (m³/s);Vazão Afluente (m³/s);Variação do Volume Útil (%);Chuva Acumulada no Mês (mm);Chuva Média Historica (mm);Vazão Jusante no mês (m³/s);Vazão Jusante Média Histórica (m³/s);Vazão Natural no Mês (m³/s);Vazão Natural Media Historica (m³/s);Vazão Produzida no Mês (m³/s);Vazão Retirada no Mês (m³/s)
22/06/2000;0,0;53,66782;416,36228;1122,90772;16,9;;6,14;22,177;22,177;-0,16143;8,775;64,87639;6,26955;19,91192;17,981;;;31,20455
23/06/2000;0,0;53,61252;415,9333;1122,47874;29,4;;6,13;17,958;17,958;-0,05529;8,775;64,87639;6,26348;19,91192;17,98;;;31,12609
24/06/2000;0,0;53,37184;414,06603;1120,61147;31,1;;6,12;14,41;14,41;-0,24068;8,775;64,87639;6,2575;19,91192;17,832;;;31,125
25/06/2000;0,0;53,1926;412,67547;1119,22091;29,1;;6,12;19,902;19,902;-0,17924;8,775;64,87639;6,252;19,91192;17,914;;;31,044
26/06/2000;0,0;52,97207;410,96456;1117,50999;32,2;;6,11;15,293;15,293;-0,22053;8,775;64,87639;6,24654;19,91192;17,814;;;31,08846
27/06/2000;0,0;52,74057;409,16858;1115,71402;31,7;;6,1;17,224;17,224;-0,2315;8,775;64,87639;6,24111;19,91192;17,792;;;31,11111
28/06/2000;0,0;52,44788;406,89788;1113,44331;31,6;;6,08;10,716;10,716;-0,29269;8,775;64,87639;6,23536;19,91192;17,539;;;31,12857
29/06/2000;0,0;52,19551;404,9399;1111,48533;32,0;;6,07;15,443;15,443;-0,25238;8,775;64,87639;6,22966;19,91192;17,467;;;31,15862
30/06/2000;0,0;51,93812;402,94302;1109,48846;31,7;;6,05;14,054;14,054;-0,25739;8,775;64,87639;6,22367;19,91192;17,353;;;31,17667
01/07/2000;0,6;51,6981;401,08096;1107,62639;31,0;;6,03;15,029;15,029;-0,24001;0,6;40,00972;6,03;13,30928;15,029;;;31,0
02/07/2000;0,0;51,46813;399,29683;1105,84226;29,2;;5,13;15,171;15,171;-0,22997;0,6;40,00972;5,58;13,30928;15,1;;;30,1
03/07/2000;0,0;51,21696;397,34823;1103,89367;31,1;;5,98;11,622;11,622;-0,25117;0,6;40,00972;5,71333;13,30928;13,941;;;30,43333
04/07/2000;0,3;50,95773;395,33703;1101,88247;30,3;;5,97;13,514;13,514;-0,25924;0,9;40,00972;5,7775;13,30928;13,834;;;30,4
05/07/2000;0,0;50,72201;393,50829;1100,05372;31,2;;5,98;14,989;14,989;-0,23572;0,9;40,00972;5,818;13,30928;14,065;;;30,56
06/07/2000;0,0;50,50166;391,79883;1098,34427;32,4;;5,99;17,426;17,426;-0,22034;0,9;40,00972;5,84667;13,30928;14,625;;;30,86667
07/07/2000;0,0;50,2373;389,74789;1096,29333;32,1;;6,01;13,141;13,141;-0,26436;0,9;40,00972;5,87;13,30928;14,413;;;31,04286
08/07/2000;0,0;49,97548;387,7166;1094,26203;31,7;;6,0;14,534;14,534;-0,26183;0,9;40,00972;5,88625;13,30928;14,428;;;31,125
09/07/2000;0,0;49,66467;385,30529;1091,85073;30,3;;5,97;9,314;9,314;-0,31081;0,9;40,00972;5,89556;13,30928;13,86;;;31,03333
10/07/2000;0,0;49,37359;383,04711;1089,59255;32,4;;5,97;10,558;10,558;-0,29107;0,9;40,00972;5,903;13,30928;13,53;;;31,17
11/07/2000;0,0;49,1441;381,26669;1087,81212;31,9;;6,31;19,192;19,192;-0,22949;0,9;40,00972;5,94;13,30928;14,045;;;31,23636
12/07/2000;0,0;48,94203;379,69899;1086,24443;31,3;;6,4;20,594;20,594;-0,20207;0,9;40,00972;5,97833;13,30928;14,59;;;31,24167
13/07/2000;0,0;48,70523;377,86187;1084,4073;30,7;;6,4;17,008;17,008;-0,2368;0,9;40,00972;6,01077;13,30928;14,776;;;31,2
14/07/2000;0,0;48,48815;376,17773;1082,72317;31,0;;6,42;18,418;18,418;-0,21708;0,9;40,00972;6,04;13,30928;15,036;;;31,18571
15/07/2000;0,0;48,26285;374,42979;1080,97523;29,6;;6,43;17,732;17,732;-0,2253;0,9;40,00972;6,066;13,30928;15,216;;;31,08
16/07/2000;43,4;48,28085;374,56949;1081,11492;29,7;;6,44;36,975;36,975;0,01801;44,3;40,00972;6,08938;13,30928;16,576;;;30,99375
17/07/2000;0,1;48,24074;374,25826;1080,80369;31,1;;6,46;31,853;31,853;-0,04012;44,4;40,00972;6,11118;13,30928;17,475;;;31,0
18/07/2000;0,0;48,09659;373,13995;1079,68539;31,3;;6,48;25,494;25,494;-0,14415;44,4;40,00972;6,13167;13,30928;17,92;;;31,01667
19/07/2000;0,0;47,857;371,28116;1077,82659;30,7;;6,49;16,161;16,161;-0,23959;44,4;40,00972;6,15053;13,30928;17,828;;;31,0
20/07/2000;0,0;47,66606;369,79983;1076,34526;31,5;;6,5;20,04;20,04;-0,19094;44,4;40,00972;6,168;13,30928;17,938;;;31,025
21/07/2000;0,0;47,43874;368,03623;1074,58167;32,5;;6,5;17,654;17,654;-0,22732;44,4;40,00972;6,18381;13,30928;17,925;;;31,09524
22/07/2000;0,0;47,21075;366,26746;1072,8129;32,2;;6,51;18,725;18,725;-0,22799;44,4;40,00972;6,19864;13,30928;17,961;;;31,14545
23/07/2000;12,575;47,04216;364,95954;1071,50498;27,8;;6,52;22,555;22,555;-0,16859;56,975;40,00972;6,21261;13,30928;18,161;;;31,0
24/07/2000;15,475;46,99711;364,61003;1071,15546;32,3;;6,53;29,131;29,131;-0,04505;72,45;40,00972;6,22583;13,30928;18,618;;;31,05417
25/07/2000;0,0;46,93998;364,16677;1070,71221;32,0;;6,55;33,269;33,269;-0,05713;72,45;40,00972;6,2388;13,30928;19,204;;;31,092
26/07/2000;0,0;46,79182;363,01739;1069,56282;30,9;;6,57;25,025;25,025;-0,14815;72,45;40,00972;6,25154;13,30928;19,428;;;31,08462
27/07/2000;0,0;46,63243;361,78081;1068,32624;31,8;;6,58;22,861;22,861;-0,15939;72,45;40,00972;6,2637;13,30928;19,555;;;31,11111
28/07/2000;0,0;46,44155;360,29988;1066,84532;33,2;;6,58;21,058;21,058;-0,19089;72,45;40,00972;6,275;13,30928;19,609;;;31,18571
29/07/2000;0,0;46,22914;358,65203;1065,19746;32,5;;6,59;20,498;20,498;-0,2124;72,45;40,00972;6,28586;13,30928;19,639;;;31,23103
30/07/2000;0,0;46,03974;357,18265;1063,72808;31,1;;6,59;21,52;21,52;-0,1894;72,45;40,00972;6,296;13,30928;19,702;;;31,22667
31/07/2000;0,0;45,84566;355,67693;1062,22237;32,4;;6,61;18,809;18,809;-0,19408;72,45;40,00972;6,30613;13,30928;19,673;;;31,26452
01/08/2000;0,0;45,56834;353,52545;1060,07089;33,2;;6,6;14,074;14,074;-0,27732;0,0;38,18333;6,6;16,79209;14,074;;;33,2
02/08/2000;0,0;45,30148;351,45512;1058,00055;33,3;;6,6;15,043;15,043;-0,26686;0,0;38,18333;6,6;16,79209;14,559;;;33,25
03/08/2000;0,0;45,00259;349,13625;1055,68169;32,9;;6,61;12,469;12,469;-0,29889;0,0;38,18333;6,60333;16,79209;13,862;;;33,13333
04/08/2000;2,15;44,70772;346,84859;1053,39402;32,6;;5,8;11,653;11,653;-0,29487;2,15;38,18333;6,4025;16,79209;13,31;;;33,0
05/08/2000;0,0;44,49496;345,198;1051,74344;32,0;;6,36;18,739;18,739;-0,21276;2,15;38,18333;6,394;16,79209;14,396;;;32,8
06/08/2000;0,0;44,19764;342,89132;1049,43675;31,2;;6,63;12,1;12,1;-0,29732;2,15;38,18333;6,43333;16,79209;14,013;;;32,53333
07/08/2000;0,0;44,03064;341,59578;1048,14121;32,8;;6,63;23,063;23,063;-0,16699;2,15;38,18333;6,46143;16,79209;15,306;;;32,57143
08/08/2000;1,8;43,75569;339,46265;1046,00809;34,1;;6,64;16,442;16,442;-0,27495;3,95;38,18333;6,48375;16,79209;15,448;;;32,7625
09/08/2000;0,0;43,48887;337,39265;1043,93809;33,9;;6,76;17,334;17,334;-0,26682;3,95;38,18333;6,51444;16,79209;15,657;;;32,88889
10/08/2000;0,0;43,22393;335,33716;1041,88259;31,4;;6,74;16,666;16,666;-0,26495;3,95;38,18333;6,537;16,79209;15,758;;;32,74
11/08/2000;3,35;42,94606;333,18142;1039,72686;32,6;;6,71;12,207;12,207;-0,27787;7,3;38,18333;6,55273;16,79209;15,435;;;32,72727
12/08/2000;0,45;42,68132;331,12756;1037,673;30,9;;6,65;14,657;14,657;-0,26474;7,75;38,18333;6,56083;16,79209;15,371;;;32,575
13/08/2000;0,0;42,42416;329,13242;1035,67786;30,7;;6,66;14,533;14,533;-0,25717;7,75;38,18333;6,56846;16,79209;15,306;;;32,43077
14/08/2000;0,0;42,17527;327,20153;1033,74697;32,9;;6,66;14,369;14,369;-0,24889;7,75;38,18333;6,575;16,79209;15,239;;;32,46429
15/08/2000;0,0;41,93994;325,37582;1031,92126;33,8;;6,67;19,139;19,139;-0,23533;7,75;38,18333;6,58133;16,79209;15,499;;;32,55333
16/08/2000;6,175;41,74297;323,84766;1030,3931;32,0;;6,67;22,551;22,551;-0,19698;13,925;38,18333;6,58688;16,79209;15,94;;;32,51875
17/08/2000;0,0;41,55311;322,37474;1028,92017;33,1;;6,68;21,462;21,462;-0,18986;13,925;38,18333;6,59235;16,79209;16,265;;;32,55294
18/08/2000;6,375;41,35608;320,84617;1027,3916;33,4;;6,68;22,198;22,198;-0,19703;20,3;38,18333;6,59722;16,79209;16,594;;;32,6
19/08/2000;0,0;41,11189;318,95165;1025,49709;32,3;;6,69;17,637;17,637;-0,2442;20,3;38,18333;6,60211;16,79209;16,649;;;32,58421
20/08/2000;0,0;40,90615;317,35552;1023,90095;31,1;;6,69;20,253;20,253;-0,20574;20,3;38,18333;6,6065;16,79209;16,829;;;32,51
21/08/2000;0,0;40,6716;315,53583;1022,08127;33,4;;6,69;16,511;16,511;-0,23455;20,3;38,18333;6,61048;16,79209;16,814;;;32,55238
22/08/2000;0,0;40,3973;313,40776;1019,9532;33,3;;6,67;14,866;14,866;-0,2743;20,3;38,18333;6,61318;16,79209;16,726;;;32,58636
23/08/2000;0,0;40,08707;311,00102;1017,54646;34,0;;6,68;11,662;11,662;-0,31022;20,3;38,18333;6,61609;16,79209;16,506;;;32,64783
24/08/2000;0,0;39,79162;308,70884;1015,25428;33,8;;6,67;13,369;13,369;-0,29545;20,3;38,18333;6,61833;16,79209;16,375;;;32,69583
25/08/2000;0,0;39,49936;306,44144;1012,98688;34,1;;6,67;14,02;14,02;-0,29226;20,3;38,18333;6,6204;16,79209;16,281;;;32,752
26/08/2000;0,0;39,20023;304,12074;1010,66618;34,3;;6,67;13,642;13,642;-0,29913;20,3;38,18333;6,62231;16,79209;16,179;;;32,81154
27/08/2000;0,0;38,95041;302,18261;1008,72805;31,7;;6,67;17,68;17,68;-0,24982;20,3;38,18333;6,62407;16,79209;16,235;;;32,77037
28/08/2000;24,8;38,89493;301,75218;1008,29762;31,1;;6,68;32,01;32,01;-0,05548;45,1;38,18333;6,62607;16,79209;16,798;;;32,71071
29/08/2000;24,925;39,29132;304,82741;1011,37285;32,5;;6,7;72,939;72,939;0,39639;70,025;38,18333;6,62862;16,79209;18,734;;;32,70345
30/08/2000;0,0;39,19226;304,05889;1010,60433;32,4;;6,71;29,38;29,38;-0,09906;70,025;38,18333;6,63133;16,79209;19,089;;;32,69333
31/08/2000;0,0;38,99285;302,51189;1009,05733;32,9;;6,71;20,976;20,976;-0,1994;70,025;38,18333;6,63387;16,79209;19,15;;;32,7
01/09/2000;1,45;38,82667;301,22259;1007,76803;32,8;;6,72;23,661;23,661;-0,16619;1,45;102,85694;6,72;19,78982;23,661;;;32,8
02/09/2000;39,25;39,13574;303,62044;1010,16588;31,4;;6,73;66,493;66,493;0,30908;40,7;102,85694;6,725;19,78982;45,077;;;32,1
03/09/2000;7,025;39,2894;304,81258;1011,35802;29,1;;6,72;51,275;51,275;0,15366;47,725;102,85694;6,72333;19,78982;47,143;;;31,1
04/09/2000;1,275;39,35333;305,30854;1011,85397;32,3;;6,72;41,781;41,781;0,06393;49,0;102,85694;6,7225;19,78982;45,803;;;31,4
05/09/2000;0,0;39,14389;303,68365;1010,22908;33,1;;6,72;21,019;21,019;-0,20944;49,0;102,85694;6,722;19,78982;40,846;;;31,74
06/09/2000;2,35;39,14389;303,68365;1010,22908;32,4;;6,72;39,72;39,72;0,0;51,35;102,85694;6,72167;19,78982;40,658;;;31,85
07/09/2000;0,35;38,77977;300,85876;1007,4042;32,0;;6,73;8,028;8,028;-0,36412;51,7;102,85694;6,72286;19,78982;35,997;;;31,87143
08/09/2000;0,0;38,70416;300,27216;1006,8176;32,0;;6,73;32,429;32,429;-0,07561;51,7;102,85694;6,72375;19,78982;35,551;;;31,8875
09/09/2000;0,0;38,56974;299,22936;1005,77479;32,1;;6,73;28,071;28,071;-0,13441;51,7;102,85694;6,72444;19,78982;34,72;;;31,91111
10/09/2000;0,0;38,3016;297,1491;1003,69454;31,3;;6,73;15,013;15,013;-0,26814;51,7;102,85694;6,725;19,78982;32,749;;;31,85
11/09/2000;0,0;38,02661;295,01563;1001,56107;33,7;;6,73;14,466;14,466;-0,275;51,7;102,85694;6,72545;19,78982;31,087;;;32,01818
12/09/2000;0,0;37,77713;293,08019;999,62563;33,5;;6,45;18,219;18,219;-0,24947;51,7;102,85694;6,7025;19,78982;30,015;;;32,14167
13/09/2000;23,875;37,75828;292,93393;999,47937;32,3;;6,1;36,258;36,258;-0,01885;75,575;102,85694;6,65615;19,78982;30,495;;;32,15385
14/09/2000;14,575;38,12237;295,75857;1002,30401;34,0;;6,33;71,743;71,743;0,36409;90,15;102,85694;6,63286;19,78982;33,441;;;32,28571
15/09/2000;32,95;38,50614;298,73594;1005,28138;34,1;;6,38;74,67;74,67;0,38377;123,1;102,85694;6,616;19,78982;36,19;;;32,40667
16/09/2000;1,575;38,58551;299,35166;1005,8971;32,8;;6,4;47,169;47,169;0,07936;124,675;102,85694;6,6025;19,78982;36,876;;;32,43125
17/09/2000;0,8;38,44948;298,29632;1004,84176;29,3;;6,4;25,378;25,378;-0,13603;125,475;102,85694;6,59059;19,78982;36,2;;;32,24706
18/09/2000;3,875;38,2502;296,75028;1003,29571;32,6;;6,4;16,306;16,306;-0,19928;129,35;102,85694;6,58;19,78982;35,094;;;32,26667
19/09/2000;0,0;38,10498;295,62368;1002,16912;34,4;;6,4;26,789;26,789;-0,14521;129,35;102,85694;6,57053;19,78982;34,657;;;32,37895
20/09/2000;0,0;38,01295;294,90968;1001,45512;33,9;;6,4;31,826;31,826;-0,09203;129,35;102,85694;6,562;19,78982;34,516;;;32,455
21/09/2000;0,0;37,8338;293,51981;1000,06525;34,7;;6,4;23,19;23,19;-0,17915;129,35;102,85694;6,55429;19,78982;33,976;;;32,5619
22/09/2000;0,0;37,64743;292,07393;998,61937;33,4;;6,4;23,796;23,796;-0,18637;129,35;102,85694;6,54727;19,78982;33,514;;;32,6
23/09/2000;0,0;37,42175;290,32304;996,86847;32,0;;6,4;18,045;18,045;-0,22568;129,35;102,85694;6,54087;19,78982;32,841;;;32,57391
24/09/2000;0,0;37,19453;288,56028;995,10572;32,5;;6,4;18,07;18,07;-0,22721;129,35;102,85694;6,535;19,78982;32,226;;;32,57083
25/09/2000;0,7;36,96112;286,74942;993,29486;31,4;;6,4;16,538;16,538;-0,23341;130,05;102,85694;6,5296;19,78982;31,598;;;32,524
26/09/2000;0,7;36,73759;285,01529;991,56073;31,7;;6,4;17,073;17,073;-0,22352;130,75;102,85694;6,52462;19,78982;31,039;;;32,49231
27/09/2000;0,2;36,47248;282,95853;989,50396;32,8;;6,4;13,808;13,808;-0,26511;130,95;102,85694;6,52;19,78982;30,401;;;32,5037
28/09/2000;0,0;36,21305;280,94581;987,49125;33,1;;6,39;15,456;15,456;-0,25943;130,95;102,85694;6,51536;19,78982;29,868;;;32,525
29/09/2000;0,0;35,89903;278,5096;985,05504;33,7;;6,39;11,36;11,36;-0,31402;130,95;102,85694;6,51103;19,78982;29,229;;;32,56552
30/09/2000;0,0;35,5702;275,95852;982,50396;33,1;;6,39;10,215;10,215;-0,32883;130,95;102,85694;6,507;19,78982;28,596;;;32,58333
01/10/2000;0,55;35,30504;273,90134;980,44677;33,0;;6,38;15,364;15,364;-0,26516;0,55;132,23333;6,38;24,66128;15,364;;;33,0
02/10/2000;0,0;35,08173;272,16888;978,71432;31,5;;6,37;17,317;17,317;-0,22331;0,55;132,23333;6,375;24,66128;16,341;;;32,25
03/10/2000;0,0;34,82665;270,18994;976,73537;33,0;;6,36;17,968;17,968;-0,25508;0,55;132,23333;6,37;24,66128;16,883;;;32,5
04/10/2000;0,0;34,54152;267,97783;974,52326;33,0;;6,35;15,271;15,271;-0,28513;0,55;132,23333;6,365;24,66128;16,48;;;32,625
05/10/2000;14,375;34,43652;267,16325;973,70869;33,0;;6,34;30,579;30,579;-0,105;14,925;132,23333;6,36;24,66128;19,3;;;32,7
06/10/2000;8,825;34,33826;266,40095;972,94638;33,0;;6,33;29,968;29,968;-0,09826;23,75;132,23333;6,355;24,66128;21,078;;;32,75
07/10/2000;1,5;34,17445;265,13006;971,6755;33,0;;6,33;23,859;23,859;-0,16381;25,25;132,23333;6,35143;24,66128;21,475;;;32,78571
08/10/2000;0,0;33,9394;263,30653;969,85197;33,0;;6,32;17,579;17,579;-0,23505;25,25;132,23333;6,3475;24,66128;20,988;;;32,8125
09/10/2000;0,0;33,71809;261,58959;968,13503;33,0;;6,32;17,017;17,017;-0,22131;25,25;132,23333;6,34444;24,66128;20,547;;;32,83333
10/10/2000;0,0;33,45319;259,53444;966,07988;32,4;;6,31;15,881;15,881;-0,2649;25,25;132,23333;6,341;24,66128;20,08;;;32,79
11/10/2000;7,825;33,25261;257,97831;964,52374;33,0;;6,31;21,856;21,856;-0,20058;33,075;132,23333;6,33818;24,66128;20,242;;;32,80909
12/10/2000;0,0;33,03582;256,29641;962,84185;33,0;;6,31;20,227;20,227;-0,21679;33,075;132,23333;6,33583;24,66128;20,241;;;32,825
13/10/2000;0,0;32,77054;254,23835;960,78378;33,0;;6,32;14,392;14,392;-0,26528;33,075;132,23333;6,33462;24,66128;19,791;;;32,83846
14/10/2000;0,0;32,54298;252,47294;959,01837;33,0;;6,31;18,94;18,94;-0,22756;33,075;132,23333;6,33286;24,66128;19,73;;;32,85
15/10/2000;0,0;32,27718;250,41076;956,9562;32,7;;6,3;14,127;14,127;-0,26581;33,075;132,23333;6,33067;24,66128;19,356;;;32,84
16/10/2000;0,0;31,98695;248,15916;954,70459;29,5;;6,3;10,0;10,0;-0,29022;33,075;132,23333;6,32875;24,66128;18,772;;;32,63125
17/10/2000;0,0;31,66758;245,68145;952,22688;33,0;;6,31;11,751;11,751;-0,31937;33,075;132,23333;6,32765;24,66128;18,359;;;32,65294
18/10/2000;5,0;31,35946;243,29096;949,8364;33,0;;6,3;12,383;12,383;-0,30813;38,075;132,23333;6,32611;24,66128;18,027;;;32,67222
19/10/2000;0,0;31,0498;240,88861;947,43405;33,0;;6,3;12,508;12,508;-0,30966;38,075;132,23333;6,32474;24,66128;17,736;;;32,68947
20/10/2000;1,575;30,72488;238,36784;944,91327;33,0;;6,29;11,206;11,206;-0,32492;39,65;132,23333;6,323;24,66128;17,41;;;32,705
21/10/2000;6,225;30,44463;236,19362;942,73905;32,5;;6,28;14,493;14,493;-0,28025;45,875;132,23333;6,32095;24,66128;17,271;;;32,69524
22/10/2000;0,0;30,20425;234,32875;940,87418;33,0;;6,27;16,206;16,206;-0,24038;45,875;132,23333;6,31864;24,66128;17,222;;;32,70909
23/10/2000;0,0;29,91163;232,05853;938,60397;33,0;;6,27;10,536;10,536;-0,29262;45,875;132,23333;6,31652;24,66128;16,932;;;32,72174
24/10/2000;0,525;29,55957;229,32721;935,87265;33,0;;6,26;8,645;8,645;-0,35206;46,4;132,23333;6,31417;24,66128;16,586;;;32,73333
25/10/2000;8,275;29,24254;226,8676;933,41304;33,0;;5,15;9,22;9,22;-0,31704;54,675;132,23333;6,2676;24,66128;16,292;;;32,744
26/10/2000;5,575;29,01242;225,08231;931,62774;33,0;;5,14;16,796;16,796;-0,23012;60,25;132,23333;6,22423;24,66128;16,311;;;32,75385
27/10/2000;7,85;28,80199;223,44981;929,99524;33,0;;5,13;18,898;18,898;-0,21042;68,1;132,23333;6,1837;24,66128;16,407;;;32,76296
28/10/2000;0,0;28,52897;221,33164;927,87707;33,0;;6,26;16,025;16,025;-0,27303;68,1;132,23333;6,18643;24,66128;16,393;;;32,77143
29/10/2000;0,05;28,25002;219,1675;925,71294;33,0;;6,78;14,142;14,142;-0,27895;68,15;132,23333;6,2069;24,66128;16,316;;;32,77931
30/10/2000;0,0;27,983;217,09596;923,6414;30,6;;6,23;11,972;11,972;-0,26702;68,15;132,23333;6,20767;24,66128;16,171;;;32,70667
31/10/2000;0,0;27,67448;214,7024;921,24784;33,0;;6,23;12,45;12,45;-0,30852;68,15;132,23333;6,20839;24,66128;16,051;;;32,71613
01/11/2000;0,0;27,31956;211,94888;918,49431;33,4;;6,2;8,455;8,455;-0,35492;0,0;134,23889;6,2;22,19227;8,455;;;33,4
02/11/2000;0,0;26,99564;209,43587;915,9813;33,4;;6,19;11,098;11,098;-0,32392;0,0;134,23889;6,195;22,19227;9,777;;;33,4
03/11/2000;0,0;26,63058;206,60373;913,14917;33,4;;6,18;7,078;7,078;-0,36505;0,0;134,23889;6,19;22,19227;8,877;;;33,4
04/11/2000;5,7;26,36032;204,50696;911,05239;33,0;;6,17;15,677;15,677;-0,27027;5,7;134,23889;6,185;22,19227;10,577;;;33,3
05/11/2000;0,0;26,07217;202,27145;908,81688;31,0;;6,16;11,608;11,608;-0,28815;5,7;134,23889;6,18;22,19227;10,783;;;32,84
06/11/2000;4,075;25,82432;200,34861;906,89404;32,4;;6,15;14,713;14,713;-0,24785;9,775;134,23889;6,175;22,19227;11,438;;;32,76667
07/11/2000;0,0;25,56418;198,33039;904,87583;33,2;;6,15;16,122;16,122;-0,26014;9,775;134,23889;6,17143;22,19227;12,107;;;32,82857
08/11/2000;0,0;25,25174;195,90646;902,4519;32,3;;6,15;10,722;10,722;-0,31244;9,775;134,23889;6,16875;22,19227;11,934;;;32,7625
09/11/2000;0,0;24,94082;193,49433;900,03977;34,2;;6,3;11,507;11,507;-0,31092;9,775;134,23889;6,18333;22,19227;11,887;;;32,92222
10/11/2000;0,0;24,66483;191,35315;897,89858;34,6;;6,31;15,404;15,404;-0,27599;9,775;134,23889;6,196;22,19227;12,238;;;33,09
11/11/2000;24,9;24,60529;190,89123;897,43666;33,7;;6,31;35,486;35,486;-0,05954;34,675;134,23889;6,20636;22,19227;14,352;;;33,14545
12/11/2000;2,55;24,3905;189,22483;895,77027;30,8;;6,3;20,124;20,124;-0,21479;37,225;134,23889;6,21417;22,19227;14,833;;;32,95
13/11/2000;4,475;24,1596;187,43348;893,97892;32,9;;6,3;15,932;15,932;-0,2309;41,7;134,23889;6,22077;22,19227;14,917;;;32,94615
14/11/2000;12,725;23,97563;186,00621;892,55165;32,6;;6,3;22,843;22,843;-0,18397;54,425;134,23889;6,22643;22,19227;15,484;;;32,92143
15/11/2000;22,425;24,13334;187,22974;893,77517;31,6;;6,32;51,247;51,247;0,15771;76,85;134,23889;6,23267;22,19227;17,868;;;32,83333
16/11/2000;0,0;23,95433;185,84098;892,38641;32,6;;6,32;21,962;21,962;-0,17901;76,85;134,23889;6,23813;22,19227;18,124;;;32,81875
17/11/2000;0,0;23,64944;183,47557;890,02101;32,6;;6,31;11,804;11,804;-0,30489;76,85;134,23889;6,24235;22,19227;17,752;;;32,80588
18/11/2000;15,175;23,51472;182,43043;888,97587;28,3;;6,31;27,213;27,213;-0,13472;92,025;134,23889;6,24611;22,19227;18,278;;;32,55556
19/11/2000;52,225;24,65952;191,31191;897,85734;28,8;;4,85;133,066;133,066;1,1448;144,25;134,23889;6,17263;22,19227;24,319;;;32,35789
20/11/2000;0,0;24,96024;193,64494;900,19038;32,3;;4,29;60,579;60,579;0,30072;144,25;134,23889;6,0785;22,19227;26,132;;;32,355
21/11/2000;0,15;25,00168;193,96643;900,51187;33,6;;5,04;41,804;41,804;0,04144;144,4;134,23889;6,02905;22,19227;26,878;;;32,41429
22/11/2000;43,075;25,60589;198,65404;905,19948;32,3;;5,3;90,555;90,555;0,60422;187,475;134,23889;5,99591;22,19227;29,773;;;32,40909
23/11/2000;0,0;25,88305;200,80426;907,34969;32,9;;5,32;62,456;62,456;0,27716;187,475;134,23889;5,96652;22,19227;31,194;;;32,43043
24/11/2000;2,45;25,91612;201,06083;907,60627;32,8;;5,32;40,186;40,186;0,03307;189,925;134,23889;5,93958;22,19227;31,568;;;32,44583
25/11/2000;6,35;25,98258;201,57642;908,12185;31,1;;5,33;43,921;43,921;0,06646;196,275;134,23889;5,9152;22,19227;32,062;;;32,392
26/11/2000;13,425;26,05437;202,13337;908,67881;30,2;;5,34;42,102;42,102;0,07179;209,7;134,23889;5,89308;22,19227;32,449;;;32,30769
27/11/2000;1,875;26,15402;202,90647;909,4519;31,9;;5,34;43,025;43,025;0,09965;211,575;134,23889;5,87259;22,19227;32,84;;;32,29259
28/11/2000;6,375;26,38784;204,72049;911,26592;32,8;;5,33;58,481;58,481;0,23382;217,95;134,23889;5,85321;22,19227;33,756;;;32,31071
29/11/2000;0,0;26,31907;204,18694;910,73238;33,0;;5,32;31,36;31,36;-0,06877;217,95;134,23889;5,83483;22,19227;33,673;;;32,33448
30/11/2000;9,4;26,32821;204,25785;910,80329;32,9;;5,32;38,798;38,798;0,00914;227,35;134,23889;5,81767;22,19227;33,844;;;32,35333
01/12/2000;5,85;26,4072;204,87065;911,41609;32,1;;5,33;45,119;45,119;0,07899;5,85;221,92639;5,33;14,7257;45,119;;;32,1
02/12/2000;0,175;26,38308;204,68358;911,22901;31,3;;5,32;35,402;35,402;-0,02411;6,025;221,92639;5,325;14,7257;40,261;;;31,7
03/12/2000;1,5;26,26751;203,78693;910,33237;30,7;;5,32;27,22;27,22;-0,11558;7,525;221,92639;5,32333;14,7257;35,914;;;31,36667
04/12/2000;0,0;26,16892;203,02204;909,56747;33,0;;5,32;28,067;28,067;-0,09859;7,525;221,92639;5,3225;14,7257;33,952;;;31,775
05/12/2000;26,5;26,31038;204,11952;910,66496;12,2;;5,32;51,044;51,044;0,14146;34,025;221,92639;5,322;14,7257;37,37;;;27,86
06/12/2000;9,85;26,32372;204,223;910,76844;31,4;;5,32;38,271;38,271;0,01334;43,875;221,92639;5,32167;14,7257;37,521;;;28,45
07/12/2000;0,0;26,23104;203,504;910,04944;32,1;;5,32;28,366;28,366;-0,09268;43,875;221,92639;5,32143;14,7257;36,213;;;28,97143
08/12/2000;0,0;26,04394;202,05243;908,59786;33,5;;5,32;21,731;21,731;-0,1871;43,875;221,92639;5,32125;14,7257;34,403;;;29,5375
09/12/2000;0,0;25,83518;200,43286;906,97829;33,5;;5,31;20,332;20,332;-0,20876;43,875;221,92639;5,32;14,7257;32,839;;;29,97778
10/12/2000;13,65;25,67924;199,22304;905,76848;30,8;;5,31;24,691;24,691;-0,15594;57,525;221,92639;5,319;14,7257;32,024;;;30,06
11/12/2000;7,275;25,60911;198,679;905,22443;32,6;;5,32;29,024;29,024;-0,07013;64,8;221,92639;5,31909;14,7257;31,752;;;30,29091
12/12/2000;0,0;25,36023;196,74818;903,29361;33,8;;5,32;15,437;15,437;-0,24888;64,8;221,92639;5,31917;14,7257;30,392;;;30,58333
